4;560;20
4;562;20
4;231;17
4;598;15
4;10;14
4;230;14
4;595;13
4;1067;11
4;601;11
4;466;10
4;599;9
4;462;9
4;465;8
4;592;8
4;9;8
4;375;7
4;623;7
4;620;7
4;606;7
4;232;6
4;583;6
4;99;6
4;233;5
4;1065;5
4;51;5
4;62;4
4;500;4
4;469;4
4;615;4
4;797;4
4;571;3
4;572;3
4;613;3
4;463;3
4;138;2
4;594;2
4;566;1
4;1064;1
4;470;1
4;925;1
4;502;1
4;142;1
4;574;1
4;799;1
4;139;1
8;595;10
8;99;9
8;232;8
8;606;8
8;375;7
8;586;6
8;620;6
8;571;5
8;613;5
8;593;3
8;502;3
8;594;3
8;660;1
12;562;38
12;560;36
12;10;25
12;589;17
12;502;17
12;588;15
12;598;15
12;608;15
12;231;14
12;138;12
12;230;12
12;582;11
12;601;11
12;232;10
12;569;10
12;375;10
12;464;10
12;660;10
12;561;9
12;470;9
12;170;9
12;658;9
12;624;8
12;616;8
12;572;8
12;1067;8
12;599;8
12;466;8
12;465;8
12;592;8
12;9;8
12;156;7
12;160;6
12;577;6
12;99;6
12;91;6
12;259;6
12;245;6
12;500;5
12;1068;5
12;567;5
12;368;5
12;606;5
12;1064;4
12;493;4
12;491;4
12;158;3
12;1065;3
12;799;3
12;498;2
12;581;2
12;614;2
12;469;2
12;610;2
12;255;2
12;249;2
12;620;2
12;492;2
12;663;2
12;256;1
12;925;1
12;471;1
12;622;1
12;229;1
12;142;1
12;497;1
12;574;1
12;797;1
12;212;1
16;614;11
16;577;6
16;581;6
16;1064;5
16;622;5
16;136;4
16;616;3
16;683;3
16;149;3
16;624;1
20;560;87
20;562;44
20;1068;23
20;10;19
20;577;17
20;561;15
20;598;15
20;582;14
20;608;14
20;925;13
20;469;12
20;230;12
20;156;11
20;588;11
20;572;11
20;170;11
20;601;11
20;166;10
20;160;10
20;466;10
20;464;10
20;658;10
20;138;9
20;589;9
20;1077;9
20;255;9
20;705;9
20;599;9
20;149;9
20;674;9
20;491;9
20;249;8
20;1079;8
20;683;8
20;465;8
20;592;8
20;9;8
20;256;7
20;390;7
20;229;7
20;402;7
20;231;6
20;470;6
20;931;6
20;660;6
20;259;6
20;245;6
20;158;5
20;1064;5
20;151;5
20;921;5
20;631;5
20;823;5
20;606;5
20;610;4
20;155;4
20;949;4
20;941;4
20;233;3
20;71;3
20;161;3
20;242;3
20;493;3
20;492;3
20;1065;2
20;41;2
20;388;2
20;502;2
20;579;2
20;136;2
20;701;2
20;680;2
20;146;2
20;799;2
20;499;1
20;498;1
20;569;1
20;505;1
20;471;1
20;622;1
20;44;1
20;467;1
20;142;1
20;36;1
20;384;1
20;679;1
20;574;1
20;609;1
20;797;1
20;1061;1
20;694;1
20;515;1
20;516;1
20;275;1
20;188;1
20;186;1
20;212;1
5;591;20
5;102;16
5;62;11
5;571;10
5;51;10
5;578;8
5;617;8
5;17;8
5;621;8
5;56;7
5;568;6
5;583;6
5;59;5
5;576;4
5;575;4
5;23;4
5;13;4
5;605;4
5;565;3
5;22;3
5;18;3
5;16;3
5;28;3
5;52;3
5;673;3
5;607;2
5;585;2
5;669;2
5;15;2
5;21;2
5;19;2
5;8;2
5;604;1
5;774;1
9;568;17
9;501;17
9;571;16
9;580;14
9;612;13
9;21;13
9;623;11
9;233;10
9;617;10
9;596;10
9;605;10
9;615;8
9;28;8
9;17;7
9;621;7
9;61;7
9;578;6
9;669;6
9;18;6
9;16;6
9;595;6
9;19;6
9;586;5
9;22;5
9;66;4
9;65;4
9;13;4
9;52;4
9;62;3
9;593;3
9;583;3
9;566;2
9;613;2
9;831;2
9;59;2
9;8;2
9;51;2
9;156;1
9;567;1
9;15;1
13;28;14
13;593;12
13;617;8
13;564;8
13;153;8
13;94;7
13;23;6
13;647;6
13;597;6
13;578;5
13;124;5
13;673;5
13;575;4
13;43;4
13;91;4
13;8;3
13;632;2
13;567;2
13;21;2
13;619;2
13;600;2
13;402;2
13;698;2
13;668;1
13;656;1
17;368;14
17;53;13
17;597;13
17;615;12
17;43;12
17;28;12
17;596;11
17;51;11
17;17;10
17;580;9
17;669;9
17;619;9
17;66;8
17;18;8
17;809;7
17;600;7
17;585;6
17;625;6
17;632;6
17;647;6
17;567;5
17;621;5
17;831;5
17;21;5
17;61;5
17;29;5
17;94;5
17;8;5
17;345;5
17;62;4
17;617;4
17;161;4
17;649;4
17;13;4
17;366;4
17;364;4
17;593;3
17;566;3
17;67;3
17;683;3
17;37;3
17;19;3
17;52;3
17;91;3
17;65;2
17;568;2
17;800;2
17;114;2
17;124;2
17;948;2
17;814;2
17;153;2
17;827;2
17;35;2
17;254;2
17;951;2
17;818;2
17;477;2
17;38;2
17;73;2
17;69;2
17;68;2
17;668;2
17;653;1
17;16;1
17;682;1
17;806;1
17;829;1
17;830;1
17;59;1
17;46;1
17;627;1
17;618;1
17;81;1
17;76;1
17;74;1
17;602;1
17;603;1
21;678;14
21;596;13
21;383;12
21;619;11
21;580;9
21;625;9
21;581;8
21;597;8
21;600;8
21;673;8
21;611;7
21;649;7
21;813;7
21;623;7
21;282;7
21;566;6
21;669;6
21;124;6
21;161;6
21;948;6
21;373;6
21;37;6
21;629;6
21;695;6
21;624;5
21;612;5
21;257;5
21;403;5
21;61;5
21;43;5
21;406;5
21;951;5
21;62;4
21;614;4
21;568;4
21;585;4
21;682;4
21;812;4
21;59;4
21;35;4
21;246;4
21;664;4
21;663;4
21;927;3
21;924;3
21;153;3
21;615;3
21;380;3
21;627;3
21;13;3
21;698;3
21;65;2
21;937;2
21;630;2
21;23;2
21;29;2
21;52;2
21;668;2
21;616;1
21;569;1
21;578;1
21;141;1
21;923;1
21;621;1
21;622;1
21;46;1
21;676;1
21;570;1
21;381;1
21;1132;1
21;199;1
21;394;1
26;949;16
26;650;13
26;373;12
26;923;11
26;597;10
26;66;9
26;615;9
26;612;8
26;394;8
26;611;7
26;933;7
26;625;7
26;647;7
26;62;6
26;927;6
26;924;6
26;921;6
26;649;6
26;18;6
26;619;6
26;48;6
26;629;6
26;126;5
26;632;5
26;631;5
26;403;5
26;831;5
26;806;5
26;829;5
26;830;5
26;61;5
26;477;5
26;941;5
26;644;4
26;22;4
26;135;4
26;149;4
26;231;3
26;375;3
26;392;3
26;937;3
26;630;3
26;17;3
26;15;3
26;380;3
26;668;3
26;51;3
26;698;3
26;566;2
26;800;2
26;155;2
26;653;2
26;643;2
26;101;2
26;815;2
26;16;2
26;383;2
26;938;2
26;37;2
26;281;2
26;70;2
26;600;2
26;265;2
26;402;2
26;407;2
26;124;1
26;507;1
26;1007;1
26;382;1
26;828;1
26;29;1
26;46;1
26;35;1
26;818;1
26;694;1
26;8;1
26;675;1
26;263;1
26;476;1
26;137;1
32;400;23
32;57;23
32;481;19
32;949;16
32;478;16
32;373;15
32;936;13
32;122;12
32;952;11
32;596;10
32;678;10
32;938;9
32;380;9
32;695;9
32;340;8
32;165;8
32;923;8
32;948;8
32;941;8
32;407;8
32;625;7
32;597;7
32;698;7
32;921;6
32;933;6
32;650;6
32;1045;6
32;150;6
32;926;6
32;406;6
32;703;6
32;832;6
32;1137;6
32;272;6
32;370;6
32;668;6
32;932;5
32;653;5
32;922;5
32;632;5
32;968;5
32;125;5
32;699;5
32;627;5
32;676;5
32;799;5
32;58;5
32;1066;5
32;394;5
32;580;4
32;127;4
32;155;4
32;506;4
32;930;4
32;810;4
32;999;4
32;14;4
32;629;4
32;366;4
32;364;4
32;885;4
32;126;3
32;151;3
32;937;3
32;649;3
32;738;3
32;835;3
32;403;3
32;383;3
32;108;3
32;87;3
32;405;3
32;254;3
32;836;3
32;659;3
32;82;3
32;266;3
32;137;3
32;673;3
32;507;2
32;954;2
32;97;2
32;18;2
32;682;2
32;80;2
32;135;2
32;510;2
32;951;2
32;711;2
32;381;2
32;246;2
32;47;2
32;63;2
32;753;2
32;1034;2
32;268;2
32;689;2
32;940;2
32;664;2
32;518;2
32;205;2
32;203;2
32;265;2
32;402;2
32;476;2
32;202;2
32;20;1
32;138;1
32;669;1
32;648;1
32;644;1
32;657;1
32;148;1
32;1150;1
32;1162;1
32;1114;1
32;619;1
32;1417;1
32;1076;1
32;1109;1
32;208;1
32;281;1
32;517;1
32;1132;1
32;130;1
32;38;1
32;76;1
32;74;1
32;73;1
32;69;1
32;68;1
32;284;1
32;688;1
32;687;1
32;214;1
32;837;1
32;600;1
32;1172;1
32;55;1
32;179;1
32;263;1
44;280;16
44;949;14
44;274;14
44;1072;13
44;923;12
44;650;12
44;811;12
44;53;11
44;440;10
44;379;10
44;832;9
44;41;8
44;385;8
44;932;8
44;643;8
44;406;8
44;678;8
44;165;7
44;933;7
44;948;7
44;657;7
44;373;7
44;926;7
44;999;7
44;213;7
44;265;7
44;403;6
44;938;6
44;108;6
44;510;6
44;190;6
44;753;6
44;941;6
44;940;6
44;921;5
44;976;5
44;383;5
44;80;5
44;29;5
44;627;5
44;282;5
44;836;5
44;381;5
44;689;5
44;42;4
44;507;4
44;954;4
44;653;4
